Secteur,trimestre,code_region,code_dep,nombre_defaut
Construction,2020,52,85,36
Construction,2020,53,22,46
Construction,2020,53,29,55
Construction,2020,53,35,61
Construction,2020,53,56,56
Construction,2020,75,16,14
Construction,2020,75,17,44
Construction,2020,75,19,16
Construction,2020,75,23,3
Construction,2020,75,24,15
Construction,2020,75,33,149
Construction,2020,75,40,23
Construction,2020,75,47,19
Construction,2020,75,64,40
Construction,2020,75,79,17
Construction,2020,75,86,15
Construction,2020,75,87,23
Construction,2020,76,11,17
Construction,2020,76,12,8
Construction,2020,76,30,66
Construction,2020,76,31,108
Construction,2020,76,32,14
Construction,2020,76,34,125
Construction,2020,76,46,7
Construction,2020,76,65,13
Construction,2020,76,66,54
Construction,2020,76,81,23
Construction,2020,76,82,20
Construction,2020,76,9,9
Construction,2020,84,1,42
Construction,2020,84,15,6
Construction,2020,84,26,32
Construction,2020,84,3,16
Construction,2020,84,38,121
Construction,2020,84,42,61
Construction,2020,84,43,4
Construction,2020,84,63,43
Construction,2020,84,69,185
Construction,2020,84,7,17
Construction,2020,84,73,55
Construction,2020,84,74,53
Construction,2020,93,13,235
Construction,2020,93,4,6
Construction,2020,93,5,6
Construction,2020,93,6,219
Construction,2020,93,83,115
Construction,2020,93,84,75
Construction,2020,94,2A,18
Construction,2020,94,2B,20
Construction,2021,1,971,25
Construction,2021,2,972,50
Construction,2021,3,973,6
Construction,2021,4,974,206
Construction,2021,6,976,3
Construction,2021,11,75,262
Construction,2021,11,77,200
Construction,2021,11,78,62
Construction,2021,11,91,121
Construction,2021,11,92,82
Construction,2021,11,93,439
Construction,2021,11,94,108
Construction,2021,11,95,190
Construction,2021,24,18,19
Construction,2021,24,28,35
Construction,2021,24,36,6
Construction,2021,24,37,48
Construction,2021,24,41,32
Construction,2021,24,45,53
Construction,2021,27,21,27
Construction,2021,27,25,30
Construction,2021,27,39,19
Construction,2021,27,58,3
Construction,2021,27,70,13
Construction,2021,27,71,40
Construction,2021,27,89,27
Construction,2021,27,90,10
Construction,2021,28,14,25
Construction,2021,28,27,27
Construction,2021,28,50,32
Construction,2021,28,61,17
Construction,2021,28,76,71
Construction,2021,32,2,27
Construction,2021,32,59,191
Construction,2021,32,60,56
Construction,2021,32,62,90
Construction,2021,32,80,24
Construction,2021,44,10,11
Construction,2021,44,51,33
Construction,2021,44,52,6
Construction,2021,44,54,41
Construction,2021,44,55,5
Construction,2021,44,57,50
Construction,2021,44,67,73
Construction,2021,44,68,60
Construction,2021,44,8,21
Construction,2021,44,88,24
Construction,2021,52,44,125
Construction,2021,52,49,50
Construction,2021,52,53,5
Construction,2021,52,72,26
Construction,2021,52,85,50
Construction,2021,53,22,33
Construction,2021,53,29,23
Construction,2021,53,35,50
Construction,2021,53,56,49
Construction,2021,75,16,16
Construction,2021,75,17,48
Construction,2021,75,19,8
Construction,2021,75,23,1
Construction,2021,75,24,22
Construction,2021,75,33,166
Construction,2021,75,40,30
Construction,2021,75,47,19
Construction,2021,75,64,40
Construction,2021,75,79,18
Construction,2021,75,86,19
Construction,2021,75,87,27
Construction,2021,76,11,20
Construction,2021,76,12,5
Construction,2021,76,30,66
Construction,2021,76,31,113
Construction,2021,76,32,20
Construction,2021,76,34,128
Construction,2021,76,46,9
Construction,2021,76,48,2
Construction,2021,76,65,19
Construction,2021,76,66,49
Construction,2021,76,81,15
Construction,2021,76,82,20
Construction,2021,76,9,7
Construction,2021,84,1,43
Construction,2021,84,15,7
Construction,2021,84,26,34
Construction,2021,84,3,16
Construction,2021,84,38,116
Construction,2021,84,42,48
Construction,2021,84,43,5
Construction,2021,84,63,42
Construction,2021,84,69,202
Construction,2021,84,7,11
Construction,2021,84,73,59
Construction,2021,84,74,66
Construction,2021,93,13,250
Construction,2021,93,4,6
Construction,2021,93,5,8
Construction,2021,93,6,188
Construction,2021,93,83,127
Construction,2021,93,84,73
Construction,2021,94,2A,13
Construction,2021,94,2B,15
Enseignement,2017,1,971,2
Enseignement,2017,2,972,9
Enseignement,2017,3,973,4
Enseignement,2017,4,974,18
Enseignement,2017,11,75,27
Enseignement,2017,11,77,13
Enseignement,2017,11,78,15
Enseignement,2017,11,91,12
Enseignement,2017,11,92,12
Enseignement,2017,11,93,21
Enseignement,2017,11,94,15
Enseignement,2017,11,95,11
Enseignement,2017,24,18,1
Enseignement,2017,24,28,4
Enseignement,2017,24,37,7
Enseignement,2017,24,41,7
Enseignement,2017,24,45,8
Enseignement,2017,27,21,4
Enseignement,2017,27,39,1
Enseignement,2017,27,58,1
Enseignement,2017,27,71,3
Enseignement,2017,27,89,2
Enseignement,2017,28,14,4
Enseignement,2017,28,27,7
Enseignement,2017,28,50,3
Enseignement,2017,28,61,2
Enseignement,2017,28,76,12
Enseignement,2017,32,2,6
Enseignement,2017,32,59,29
Enseignement,2017,32,60,7
Enseignement,2017,32,62,6
Enseignement,2017,32,80,1
Enseignement,2017,44,10,3
Enseignement,2017,44,51,6
Enseignement,2017,44,52,1
Enseignement,2017,44,54,11
Enseignement,2017,44,55,1
Enseignement,2017,44,57,5
Enseignement,2017,44,67,17
Enseignement,2017,44,68,6
Enseignement,2017,44,8,3
Enseignement,2017,44,88,2
Enseignement,2017,52,44,13
Enseignement,2017,52,49,8
Enseignement,2017,52,72,2
Enseignement,2017,52,85,5
Enseignement,2017,53,22,4
Enseignement,2017,53,29,5
Enseignement,2017,53,35,7
Enseignement,2017,53,56,8
Enseignement,2017,75,17,3
Enseignement,2017,75,19,1
Enseignement,2017,75,23,2
Enseignement,2017,75,24,2
Enseignement,2017,75,33,22
Enseignement,2017,75,40,5
Enseignement,2017,75,47,1
Enseignement,2017,75,64,8
Enseignement,2017,75,79,2
Enseignement,2017,75,86,3
Enseignement,2017,75,87,3
Enseignement,2017,76,11,5
Enseignement,2017,76,12,1
Enseignement,2017,76,30,15
Enseignement,2017,76,31,19
Enseignement,2017,76,32,1
Enseignement,2017,76,34,12
Enseignement,2017,76,46,2
Enseignement,2017,76,48,1
Enseignement,2017,76,65,3
Enseignement,2017,76,66,6
Enseignement,2017,76,81,5
Enseignement,2017,76,82,3
Enseignement,2017,76,9,1
Enseignement,2017,84,1,4
Enseignement,2017,84,26,3
Enseignement,2017,84,3,3
Enseignement,2017,84,38,20
Enseignement,2017,84,42,7
Enseignement,2017,84,63,7
Enseignement,2017,84,69,21
Enseignement,2017,84,7,3
Enseignement,2017,84,73,11
Enseignement,2017,84,74,11
Enseignement,2017,93,13,48
Enseignement,2017,93,4,1
Enseignement,2017,93,5,2
Enseignement,2017,93,6,11
Enseignement,2017,93,83,16
Enseignement,2017,93,84,8
Enseignement,2017,94,2A,1
Enseignement,2018,1,971,7
Enseignement,2018,2,972,9
Enseignement,2018,3,973,3
Enseignement,2018,4,974,15
Enseignement,2018,11,75,28
Enseignement,2018,11,77,19
Enseignement,2018,11,78,20
Enseignement,2018,11,91,15
Enseignement,2018,11,92,25
Enseignement,2018,11,93,27
Enseignement,2018,11,94,17
Enseignement,2018,11,95,16
Enseignement,2018,24,18,4
Enseignement,2018,24,28,7
Enseignement,2018,24,36,3
Enseignement,2018,24,37,8
Enseignement,2018,24,41,2
Enseignement,2018,24,45,4
Enseignement,2018,27,21,3
Enseignement,2018,27,25,2
Enseignement,2018,27,39,2
Enseignement,2018,27,58,2
Enseignement,2018,27,70,1
Enseignement,2018,27,71,3
Enseignement,2018,27,89,2
Enseignement,2018,28,14,11
Enseignement,2018,28,27,5
Enseignement,2018,28,50,3
Enseignement,2018,28,61,2
Enseignement,2018,28,76,11
Enseignement,2018,32,2,5
Enseignement,2018,32,59,36
Enseignement,2018,32,60,6
Enseignement,2018,32,62,16
Enseignement,2018,44,10,3
Enseignement,2018,44,51,8
Enseignement,2018,44,52,2
Enseignement,2018,44,54,8
Enseignement,2018,44,55,1
Enseignement,2018,44,57,5
Enseignement,2018,44,67,16
Enseignement,2018,44,68,4
Enseignement,2018,44,8,4
Enseignement,2018,44,88,2
Enseignement,2018,52,44,13
Enseignement,2018,52,49,10
Enseignement,2018,52,53,1
Enseignement,2018,52,72,9
Enseignement,2018,52,85,4
Enseignement,2018,53,22,2
Enseignement,2018,53,29,7
Enseignement,2018,53,35,9
Enseignement,2018,53,56,7
Enseignement,2018,75,17,6
Enseignement,2018,75,19,1
Enseignement,2018,75,24,1
Enseignement,2018,75,33,12
Enseignement,2018,75,40,4
Enseignement,2018,75,47,3
Enseignement,2018,75,64,10
Enseignement,2018,75,79,2
Enseignement,2018,75,86,7
Enseignement,2018,75,87,2
Enseignement,2018,76,11,3
Enseignement,2018,76,12,1
Enseignement,2018,76,30,6
Enseignement,2018,76,31,23
Enseignement,2018,76,32,3
Enseignement,2018,76,34,19
Enseignement,2018,76,46,1
Enseignement,2018,76,65,3
Enseignement,2018,76,66,6
Enseignement,2018,76,81,3
Enseignement,2018,76,82,4
Enseignement,2018,76,9,4
Enseignement,2018,84,1,5
Enseignement,2018,84,26,5
Enseignement,2018,84,3,3
Enseignement,2018,84,38,17
Enseignement,2018,84,42,5
Enseignement,2018,84,43,3
Enseignement,2018,84,63,6
Enseignement,2018,84,69,22
Enseignement,2018,84,7,5
Enseignement,2018,84,73,3
Enseignement,2018,84,74,5
Enseignement,2018,93,13,38
Enseignement,2018,93,6,21
Enseignement,2018,93,83,21
Enseignement,2018,93,84,5
Enseignement,2018,94,2A,4
Enseignement,2018,94,2B,1
Enseignement,2019,1,971,2
Enseignement,2019,2,972,3
Enseignement,2019,3,973,1
Enseignement,2019,4,974,7
Enseignement,2019,11,75,57
Enseignement,2019,11,77,16
Enseignement,2019,11,78,20
Enseignement,2019,11,91,25
Enseignement,2019,11,92,26
Enseignement,2019,11,93,21
Enseignement,2019,11,94,18
Enseignement,2019,11,95,17
Enseignement,2019,24,18,1
Enseignement,2019,24,28,10
Enseignement,2019,24,36,1
Enseignement,2019,24,37,5
Enseignement,2019,24,41,8
Enseignement,2019,24,45,4
Enseignement,2019,27,21,1
Enseignement,2019,27,25,6
Enseignement,2019,27,39,1
Enseignement,2019,27,70,2
Enseignement,2019,27,71,2
Enseignement,2019,27,89,2
Enseignement,2019,28,14,6
Enseignement,2019,28,27,3
Enseignement,2019,28,50,5
Enseignement,2019,28,61,1
Enseignement,2019,28,76,14
Enseignement,2019,32,2,5
Enseignement,2019,32,59,29
Enseignement,2019,32,60,14
Enseignement,2019,32,62,13
Enseignement,2019,32,80,5
Enseignement,2019,44,10,2
Enseignement,2019,44,51,3
Enseignement,2019,44,54,9
Enseignement,2019,44,57,8
Enseignement,2019,44,67,9
Enseignement,2019,44,68,10
Enseignement,2019,44,8,2
Enseignement,2019,44,88,3
Enseignement,2019,52,44,14
Enseignement,2019,52,49,8
Enseignement,2019,52,53,1
Enseignement,2019,52,72,4
Enseignement,2019,52,85,6
Enseignement,2019,53,22,3
Enseignement,2019,53,29,11
Enseignement,2019,53,35,11
Enseignement,2019,53,56,5
Enseignement,2019,75,16,2
Enseignement,2019,75,17,4
Enseignement,2019,75,19,2
Enseignement,2019,75,23,1
Enseignement,2019,75,33,17
Enseignement,2019,75,40,3
Enseignement,2019,75,47,6
Enseignement,2019,75,64,2
Enseignement,2019,75,86,5
Enseignement,2019,75,87,2
Enseignement,2019,76,11,3
Enseignement,2019,76,30,11
Enseignement,2019,76,31,14
Enseignement,2019,76,32,3
Enseignement,2019,76,34,17
Enseignement,2019,76,65,2
Enseignement,2019,76,66,5
Enseignement,2019,76,81,1
Enseignement,2019,76,82,2
Enseignement,2019,76,9,1
Enseignement,2019,84,1,7
Enseignement,2019,84,15,1
Enseignement,2019,84,26,9
Enseignement,2019,84,3,2
Enseignement,2019,84,38,14
Enseignement,2019,84,42,5
Enseignement,2019,84,43,3
Enseignement,2019,84,63,10
Enseignement,2019,84,69,30
Enseignement,2019,84,73,8
Enseignement,2019,84,74,13
Enseignement,2019,93,13,32
Enseignement,2019,93,4,2
Enseignement,2019,93,6,23
Enseignement,2019,93,83,21
Enseignement,2019,93,84,2
Enseignement,2020,1,971,4
Enseignement,2020,2,972,4
Enseignement,2020,3,973,1
Enseignement,2020,4,974,4
Enseignement,2020,6,976,1
Enseignement,2020,11,75,38
Enseignement,2020,11,77,13
Enseignement,2020,11,78,12
Enseignement,2020,11,91,13
Enseignement,2020,11,92,11
Enseignement,2020,11,93,18
Enseignement,2020,11,94,10
Enseignement,2020,11,95,8
Enseignement,2020,24,28,5
Enseignement,2020,24,37,7
Enseignement,2020,24,41,4
Enseignement,2020,24,45,7
Enseignement,2020,27,21,4
Enseignement,2020,27,25,1
Enseignement,2020,27,39,3
Enseignement,2020,27,70,1
Enseignement,2020,27,71,1
Enseignement,2020,27,89,4
Enseignement,2020,28,14,4
Enseignement,2020,28,27,6
Enseignement,2020,28,50,3
Enseignement,2020,28,61,1
Enseignement,2020,28,76,2
Enseignement,2020,32,2,5
Enseignement,2020,32,59,18
Enseignement,2020,32,60,10
Enseignement,2020,32,62,7
Enseignement,2020,32,80,6
Enseignement,2020,44,51,5
Enseignement,2020,44,52,1
Enseignement,2020,44,54,2
Enseignement,2020,44,57,5
Enseignement,2020,44,67,8
Enseignement,2020,44,68,12
Enseignement,2020,44,8,2
Enseignement,2020,52,44,8
Enseignement,2020,52,49,6
Enseignement,2020,52,72,2
Enseignement,2020,52,85,3
Enseignement,2020,53,22,3
Enseignement,2020,53,29,5
Enseignement,2020,53,35,6
Enseignement,2020,53,56,7
Enseignement,2020,75,16,3
Enseignement,2020,75,17,9
Enseignement,2020,75,24,2
Enseignement,2020,75,33,12
Enseignement,2020,75,40,4
Enseignement,2020,75,64,7
Enseignement,2020,75,79,3
Enseignement,2020,75,86,3
Enseignement,2020,76,11,2
Enseignement,2020,76,30,2
Enseignement,2020,76,31,8
Enseignement,2020,76,34,11
Enseignement,2020,76,46,1
Enseignement,2020,76,65,2
Enseignement,2020,76,66,5
Enseignement,2020,76,81,1
Enseignement,2020,76,82,1
Enseignement,2020,76,9,1
Enseignement,2020,84,1,3
Enseignement,2020,84,26,5
Enseignement,2020,84,3,3
Enseignement,2020,84,38,8
Enseignement,2020,84,42,1
Enseignement,2020,84,63,4
Enseignement,2020,84,69,16
Enseignement,2020,84,7,1
Enseignement,2020,84,73,5
Enseignement,2020,84,74,1
Enseignement,2020,93,13,17
Enseignement,2020,93,5,1
Enseignement,2020,93,6,13
Enseignement,2020,93,83,9
